1714935177900	-1.4
1714935178000	0.3
1714935178100	2.0
1714935178200	2.5
1714935178300	4.1
1714935178400	4.9
1714935178500	5.0
1714935178600	4.7
1714935178700	4.0
1714935178800	2.7
1714935178900	1.1
1714935179000	-0.3
1714935179100	-2.0
1714935179200	-2.9
1714935179300	-4.1
1714935179400	-4.9
1714935179500	-5.0
1714935179600	-4.7
1714935179700	-4.0
1714935179800	-2.7
1714935179900	-1.2
1714935180000	0.0
1714935180100	1.7
1714935180200	3.3
1714935180300	4.3
1714935180400	4.8
1714935180500	5.0
1714935180600	4.6
1714935180700	4.0
1714935180800	2.5
1714935180900	1.2
1714935181000	-0.5
1714935181100	-1.7
1714935181300	-4.3
1714935181400	-4.9
1714935181500	-5.0
1714935181600	-4.9
1714935181700	-3.8
1714935181800	-2.5
1714935181900	-1.2
1714935182000	-0.3
1714935182100	1.8
1714935182200	3.3
1714935182300	3.4
1714935182400	4.7
1714935182500	5.0
1714935182600	4.8
1714935182700	3.8
1714935182800	2.5
1714935182900	1.5
1714935183000	-0.5
1714935183100	-2.0
1714935183200	-3.1
1714935183300	-4.2
1714935183400	-4.8
1714935183500	-5.0
1714935183600	-4.6
1714935183700	-3.9
1714935183800	-2.7
1714935183900	-1.7
1714935184000	0.5
1714935184100	1.7
1714935184200	3.3
1714935184300	4.2
1714935184400	4.8
1714935184500	5.0
1714935184600	4.6
1714935184700	3.8
1714935184800	2.7
1714935184900	1.2
1714935185000	-0.2
1714935185100	-0.9
1714935185200	-3.1
1714935185300	-4.1
1714935185400	-4.6
1714935185500	-5.0
1714935185600	-4.6
1714935185700	-3.8
1714935185800	-2.5
1714935185900	-1.1
1714935186000	-0.2
1714935186100	1.4
1714935186200	2.7
1714935186300	4.1
1714935186400	4.5
1714935186500	5.0
1714935186600	4.8
1714935186700	3.9
1714935186800	2.5
1714935186900	1.1
1714935187000	-0.3
1714935187100	-1.8
1714935187200	-3.3
1714935187300	-4.3
1714935187400	-4.9
1714935187500	-5.0
1714935187600	-4.8
1714935187700	-3.8
1714935187800	-2.8
1714935187900	-1.2
1714935188000	-0.5
1714935188100	1.5
1714935188200	3.1
1714935188300	4.0
1714935188400	4.9
1714935188600	4.6
1714935188700	4.0
1714935188800	2.9
1714935188900	1.2
1714935189000	-0.3
1714935189100	-2.0
1714935189200	-3.2
1714935189300	-4.3
1714935189400	-4.9
1714935189500	-5.0
1714935189600	-4.7
1714935189700	-3.8
1714935189800	-2.5
1714935189900	-1.1
1714935190000	0.5
1714935190100	1.8
1714935190200	3.3
1714935190300	4.3
1714935190400	4.8
1714935190500	5.0
1714935190600	4.6
1714935190700	4.1
1714935190800	2.7
1714935190900	1.1
1714935191000	-0.2
1714935191100	-2.0
1714935191200	-3.3
1714935191300	-4.2
1714935191400	-4.8
1714935191500	-5.0
1714935191600	-4.7
1714935191700	-4.4
1714935191800	-2.5
1714935191900	-1.2
1714935192000	0.3
1714935192100	1.8
1714935192200	3.1
1714935192300	4.3
1714935192400	4.8
1714935192500	5.0
1714935192600	4.8
1714935192700	3.9
1714935192800	2.8
1714935192900	1.1
1714935193000	-0.2
1714935193100	-1.7
1714935193200	-3.1
1714935193300	-4.3
1714935193400	-4.8
1714935193500	-5.0
1714935193600	-4.6
1714935193700	-3.8
1714935193800	-2.7
1714935193900	-1.2
1714935194000	0.0
